itl,Grand Total,"Population ('000s, mid-year estimate)",Area (km2),Per Capita Emissions (tCO2e),Emissions per km2 (kt CO2e)
E07000239,399.54255039212916,102.328,195.40380000000002,3.904528089986408,2.0447020497663257
E07000239,3529.352484037046,609.216,1740.5141,5.793269520230995,2.0277643737772912
E07000239,32367.88038767947,6021.653,13003.738099999999,5.3752483558384165,2.4891212156663993
E06000055,823.8571436801154,187.466,476.4082,4.394701672197174,1.729309326917789
E06000056,1460.7621691531106,301.501,715.6657,4.844966249375991,2.041123626789869
E06000056,2284.619312833226,488.967,1192.0739,4.672338445811734,1.9165081232239258
E07000008,539.6175852162976,146.995,40.6987,3.670992790341832,13.258840828240153
E07000009,1356.009760237325,89.394,651.7204,15.168912457629427,2.080661830191789
E07000010,1486.2854594996468,103.035,547.3554,14.425054200025688,2.7153937998960944
E07000011,1810.111896832897,184.052,912.5461,9.834785260865935,1.9835840587482614
E07000012,1257.0745665082911,165.633,901.6872999999999,7.589517587125096,1.3941358234814787
E07000012,6449.099268294457,689.109,3054.0078999999996,9.358605486642109,2.1116838853935045
E07000066,961.3706293156658,188.848,110.4459,5.0907112032728215,8.704448325521055
E07000067,808.4597694463431,157.681,611.7079,5.127185706878717,1.3216434992033668
E07000068,466.9872143482824,77.332,153.1241,6.038731887812063,3.049730345179383
E07000069,307.9817297780992,89.731,63.6984,3.4322779170866164,4.834999462751014
E07000070,922.8985828640382,183.326,342.9972,5.034193637912998,2.690688387147295
E07000071,835.8519039614135,194.394,346.7732,4.29978242106965,2.4103705360201237
E07000072,936.8729574195979,134.989,338.9842,6.940365195827793,2.763765855221565
E07000073,419.2813588196159,94.409,30.5379,4.4411164064826005,13.72986874734726
E07000074,342.93572796290323,67.554,428.0597,5.076468128651201,0.8011399530553874
E07000075,310.608025172401,87.216,263.063,3.5613651757980307,1.1807362691537808
E07000076,657.7027548567279,151.451,366.1574,4.342676871441773,1.7962295855736574
E07000077,786.59406577211,92.578,641.1829,8.49655496740165,1.2267857826091586
E07000077,7757.544719717198,1519.509,3696.7318,5.105296987195994,2.0984872961888112
E07000095,318.99272206561676,99.103,51.4422,3.2187998553587356,6.200992999242193
E07000096,678.2266858568056,156.123,212.4766,4.344181740402155,3.192006488511232
E07000242,656.1267680539117,151.635,475.66949999999997,4.327014001080963,1.3793753184803983
E07000098,627.2505148210055,108.106,101.12819999999999,5.802180404612191,6.202528224778109
E07000099,657.8004535712199,134.159,375.3821,4.903140702980941,1.7523490160325172
E07000240,855.624742790834,148.358,161.2058,5.767297636735694,5.307654828739623
E07000243,362.78890296924413,89.737,25.9692,4.042801775959127,13.969968384441728
E07000102,548.341611889306,94.123,88.8242,5.8257982840464715,6.173335778867764
E07000103,360.29767814265296,103.031,21.430500000000002,3.496983220027496,16.812378532589204
E07000241,569.476268580751,120.213,129.5368,4.737226993592632,4.396250861382642
E07000241,5634.926348741347,1204.588,1643.0651000000005,4.677886836612474,3.4295210510778578
E06000032,738.5822246347085,226.973,43.3525,3.2540532337974493,17.036669733803322
E07000143,1081.9322146622512,143.479,1305.1168,7.540700831914434,0.8289926347298964
E07000144,780.8143744964532,133.872,553.2444,5.832544329631686,1.4113371495426852
E07000145,383.7932189956782,99.862,182.4207,3.843235855437286,2.1038907261932347
E07000146,1702.8527632252335,155.741,1526.9008999999999,10.93387587870396,1.1152346319431954
E07000147,716.2654117064749,103.227,989.9914,6.938740946714279,0.7235067008728306
E07000148,493.73317581085706,144.525,40.5541,3.4162475406390387,12.174679645482382
E07000149,971.9372721741985,144.593,908.9064,6.721883301226191,1.0693480342686534
E07000149,6131.328431071146,925.2989999999999,5507.1347,6.626321255152277,1.1133427390238242
E06000031,1154.4559454655746,217.705,343.4379,5.302845343311245,3.3614692655224556
E06000033,506.13430495980543,180.915,67.8641,2.797635933779982,7.458056689174475
E07000200,515.9741932045955,94.277,611.6399,5.472959398417382,0.8435914550450281
E07000244,1236.5327236760509,247.08,1294.7661,5.004584440974789,0.9550240183737053
E07000202,445.8450987310674,139.247,40.3002,3.2018291146744087,11.063098910950007
E07000203,764.6214416233246,105.723,871.0706,7.232309352017296,0.8777950278924861
E07000245,1493.4151210986581,182.228,1034.6756,8.19531093519469,1.4433655544778075
E07000245,4456.388578333696,768.5550000000001,3852.4524,5.798399045395184,1.1567666814867579
E06000034,937.0618504557871,176.877,184.31799999999998,5.29781628168607,5.0839410717118625
E06000034,36050.14098450696,6398.497000000001,19584.4383,5.634157675545827,1.840754400625672
E09000002,598.5695522825363,219.992,37.7992,2.7208696329072706,15.835508483844533
E09000003,1217.7143330117449,389.101,86.7483,3.129558477135101,14.037327913189594
E09000004,768.8369184436942,247.835,64.28649999999999,3.1022128369427007,11.95953922586693
E09000005,1009.8193540914768,341.221,43.2325,2.959429091678053,23.35787553556877
E09000006,953.2290930653085,329.578,150.13479999999998,2.8922716111673368,6.349154846613234
E09000007,995.3668152077903,218.049,21.789499999999997,4.56487677177052,45.68103055176991
E09000001,598.5910710792867,10.847,3.1496,55.184942479882615,190.05304517376388
E09000008,1102.041159511174,392.224,86.49430000000001,2.809723932016333,12.741199819076794
E09000009,1159.819098758803,369.937,55.544700000000006,3.135180040814525,20.880823890646685
E09000010,1203.6674647472075,327.224,82.20020000000001,3.678420484888662,14.643120877409148
E09000011,881.8260033116003,291.08,50.4418,3.0294970568627195,17.482048684059656
E09000012,570.7007339856475,261.491,19.0492,2.182487098927487,29.959301912187783
E09000013,618.1610023279436,185.238,17.1541,3.337117666612378,36.03575835094488
E09000014,624.9713162507525,261.811,29.5983,2.3871087015089225,21.115108511325058
E09000015,588.2564009902001,261.185,50.4634,2.252259513334227,11.657090108676785
E09000016,914.4414819979934,264.703,114.45729999999999,3.4545943264639747,7.989367930206229
E09000017,1510.4569024315035,310.681,115.70020000000001,4.861761428705018,13.054920410090073
E09000018,1003.2272068393852,290.488,56.5855,3.4535925987971456,17.729404296849637
E09000019,629.3767754308603,220.373,14.8565,2.855961371995936,42.363731392377765
E09000020,735.2900479048484,146.154,12.3837,5.030926611005162,59.37563473799013
E09000021,553.030052769187,168.302,37.2612,3.285938686225874,14.841981814036773
E09000022,848.0916804265431,316.812,27.2494,2.6769556722174133,31.123315758385253
E09000023,668.182749935528,298.653,35.3167,2.23732140623241,18.919739101771345
E09000024,662.8784895504596,214.709,37.6248,3.087334436611691,17.61812659603399
E09000025,968.6836024206589,358.645,38.5781,2.700953874780518,25.109676278008997
E09000026,723.9809493217065,310.911,56.4421,2.3285793983542122,12.826966915152102
E09000027,597.6209547181943,194.894,58.7614,3.066389702700926,10.170298099061531
E09000028,1114.9617414614884,311.913,29.9133,3.574592086451954,37.27311067189138
E09000029,604.3124646812231,210.053,43.8471,2.876952315278635,13.782267577131057
E09000030,1065.922984489542,325.789,21.575,3.2718200568145086,49.405468574254556
E09000031,604.9092600026543,275.887,38.8078,2.1925979114733725,15.587311313773371
E09000032,805.310433841686,329.035,35.2203,2.447491707087957,22.864951003872367
E09000033,1661.0205990953991,211.365,22.0301,7.858541381474696,75.39777845290757
E09000033,28563.268694384027,8866.179999999998,1594.6969,3.2215981058791985,17.9114091802549
E06000036,410.01840089599926,126.881,109.3843,3.2315193046713,3.7484209424570003
E06000043,795.4290514005941,277.965,85.38600000000001,2.861615855955225,9.315684671967231
E06000060,2991.298327802373,560.409,1564.9379999999999,5.3377057252870195,1.911448458534698
E07000061,279.512229114123,102.247,45.331199999999995,2.7336961389001435,6.166001101098647
E07000062,235.69243053227316,90.622,30.8011,2.6008301574923656,7.652078352145643
E07000063,398.83226584712725,100.677,294.4128,3.961503281257161,1.3546702651757234
E07000064,411.1514771882629,94.162,517.1234,4.366426766511575,0.7950742070234357
E07000065,651.2489243797129,163.012,836.1906,3.9950980564603396,0.7788283250011575
E07000065,1976.4373270614992,550.72,1723.8590999999997,3.588824315553274,1.1465190670522316
E07000084,945.5480182656119,187.817,633.8173,5.034411252791876,1.491830561055389
E07000085,554.9946961246138,127.319,514.4322,4.3590877726389134,1.0788490614013155
E07000086,533.3579765540594,138.935,85.2798,3.8389029154213077,6.254212328758504
E07000087,447.17809938432384,114.547,77.8967,3.9038831168369654,5.740655244501037
E07000088,199.91901952703583,82.285,27.6077,2.4295925080760266,7.241422484561764
E07000089,436.95368110888376,100.91,215.265,4.330132604388899,2.029840806024592
E07000090,387.08663324297436,124.854,78.94630000000001,3.1003142329679014,4.903163710559891
E07000091,909.09766625247,175.942,776.2857,5.167030420550351,1.1710864521302788
E07000092,344.57849384967693,101.06,39.045,3.4096427256053525,8.82516311562753
E07000093,773.2619985508704,132.871,627.6219,5.8196446068056265,1.2320506957307742
E07000094,785.9957971848769,130.268,661.0608,6.033682847551792,1.188991689092557
E07000094,6317.972080045397,1416.808,3737.2584,4.459300116914498,1.6905365922905937
E06000046,508.70773807186595,140.794,392.8289,3.613135063084122,1.2949855218693582
E07000105,642.8848506398056,135.61,580.6172,4.740689113190808,1.107243896046837
E07000106,578.9608689717967,157.55,318.5781,3.674775429843203,1.8173278984707255
E07000107,647.12586778806,118.82,76.3104,5.446270558727992,8.480179212637596
E07000108,492.17959740301825,117.473,320.7812,4.1897252764721955,1.5343155939407243
E07000112,479.12803787449116,110.237,365.4673,4.3463450372786925,1.3110011152146612
E07000109,402.13101299532013,106.97,104.9586,3.7592877722288507,3.831329809994799
E07000110,867.0587753577402,180.428,393.3507,4.805566626896824,2.20428939203042
E07000111,755.001123332335,121.106,370.3469,6.234217324759592,2.038632221121157
E07000113,1068.8755225314455,154.619,422.0285,6.912963623690786,2.5327093372401284
E07000114,530.6820548536144,140.689,112.4641,3.77202236744603,4.718679604012431
E07000115,776.7115032665521,133.661,240.97349999999997,5.8110556053489955,3.2232237290264374
E07000116,461.9503901076201,116.028,331.3287,3.9813699288759614,1.3942359659987802
E07000116,7702.6896051218,1593.191,3637.2051999999994,4.834755911326263,2.1177495306346206
E06000035,889.7672438636208,282.702,269.0637,3.147368054925755,3.30690183723639
E06000042,1291.9141017505813,292.18,308.62669999999997,4.4216376950872105,4.186008863622562
E07000177,1162.9131862634295,164.155,588.7412,7.084238593179796,1.9752536195248938
E07000178,610.1741651299685,163.257,45.602700000000006,3.737506907084955,13.380220143324156
E07000179,843.4711708123275,151.82,678.5213,5.555731595391435,1.243101978983309
E07000180,851.3149935041954,142.116,578.6601999999999,5.990282540348696,1.4711829040673534
E07000181,596.0300991326989,116.928,714.422,5.0974112200046084,0.8342829575974687
E07000181,4063.90361484262,738.2760000000001,2605.9474,5.504585838958086,1.5594726182280654
E06000044,752.9582444188702,208.42,60.1359,3.6126966913869603,12.52094413518165
E06000038,575.3083622061448,174.82,40.3979,3.2908612413118914,14.241046247605563
E06000039,811.3911482227661,159.182,32.5419,5.097254389458395,24.93373614394876
E06000045,741.4735246647192,252.689,56.3853,2.9343324191584093,13.150121124915877
E07000207,603.7014279673742,140.024,96.3343,4.311413957374266,6.266733945929687
E07000208,236.2518086335855,81.184,34.0794,2.910078446905616,6.9323934292735645
E07000209,698.9626084969678,145.673,270.9311,4.798161694321994,2.5798537284828793
E07000210,499.9222168752704,87.769,258.3211,5.695885983379899,1.9352744196090463
E07000211,719.9902783907352,153.629,129.1439,4.6865518775148916,5.57510094081668
E07000212,549.1401223399679,88.524,78.0407,6.203290885409244,7.036586324058701
E07000213,397.89510632023973,103.551,51.161300000000004,3.8425037548670677,7.777267315729657
E07000214,487.2073625017102,91.237,95.09299999999999,5.340019537048677,5.123482932515645
E07000215,541.3111543772864,88.707,248.1947,6.102237189593678,2.1809940114647346
E07000216,485.77157273269376,130.063,345.1703,3.7348944183410637,1.4073388490628937
E07000217,364.9824410340094,104.179,63.6034,3.5034166293975697,5.738410855929233
E07000217,5585.136099669841,1214.54,1670.0731999999998,4.598560854043376,3.344246287929081
E06000037,1099.6317435426731,162.215,704.1694,6.778853642034788,1.5616011481650198
E07000223,212.0712715034854,64.688,43.6479,3.278371127620044,4.858682124534867
E07000224,507.85712802426497,166.366,224.7032,3.0526497482915076,2.2601241460925565
E07000225,617.9162346256354,126.103,812.4149000000001,4.900091469874908,0.7605919520009238
E07000226,509.85829139811557,119.509,44.9711,4.26627527130271,11.33746542553141
E07000227,623.0909154059341,148.696,530.9624,4.190367699238272,1.1735123153841667
E07000228,629.5819414772051,154.93,334.0294,4.063654175932389,1.8848099642642386
E07000229,289.6464322528897,112.044,33.7831,2.585113279183979,8.57370792653397
E07000229,3390.02221468753,892.3360000000001,2024.5120000000002,3.7990423054628857,1.6744885753641023
E06000040,814.5236153582296,154.738,198.4272,5.26388873682114,4.104899002547179
E06000041,700.2401010967603,180.967,178.9655,3.8694353174709217,3.912709997718892
E06000041,41418.82254472389,9379.833,19400.106000000007,4.4157313402833385,2.1349791874706185
E06000022,717.113218228342,195.618,351.1235,3.6658856456376308,2.0423390010305265
E06000023,1570.2389094057155,479.024,235.4248,3.2779963204468157,6.669810951971566
E06000052,3245.0439706168704,575.413,3612.0597,5.63950409639141,0.8983915660687642
E07000040,930.2700638685604,154.5,822.6756,6.02116546193243,1.1307860156160707
E07000041,461.47000374194647,134.939,47.888400000000004,3.419841585767988,9.636362955161301
E07000042,811.2626237745766,83.786,912.8978,9.682555841961385,0.888667519819389
E07000043,675.1126001374444,100.505,1104.7204,6.7172041205655875,0.6111162608542798
E07000044,656.0609616256472,89.812,905.2008999999999,7.3048252084982765,0.7247683488004124
E07000045,696.7264985901052,135.952,680.0834,5.124797712355134,1.0244721435490194
E07000046,626.9009596114246,68.635,995.2034,9.133837832176361,0.629922445614057
E07000047,561.3469675567088,58.19,1164.7175,9.646794424414999,0.4819597606773392
E07000047,5419.150678906413,826.319,6633.387399999999,6.558182347140043,0.8169507300156198
E06000058,1265.4366086907835,401.898,173.93220000000002,3.148651171916216,7.275459108151241
E06000059,2233.7632801095933,383.274,2521.075,5.828110646977341,0.8860360283250571
E06000059,3499.199888800377,785.172,2695.0071999999996,4.45660299756025,1.2984009426024454
E07000078,401.3088780675255,119.434,46.5961,3.360089070679417,8.612499287870133
E07000079,640.3630627937791,91.311,1164.5242,7.012989265190164,0.5498924477428456
E07000080,490.7373896665634,87.937,561.4324,5.580556417282411,0.8740809929504663
E07000081,461.4534904629731,133.522,40.8266,3.4560109230162306,11.302765610238744
E07000082,791.8839483714348,123.205,476.173,6.427368600068462,1.6630173243158155
E07000083,718.4171513893103,97.0,414.976,7.4063623854568075,1.731225785079885
E07000083,3504.163920751586,652.409,2704.5282999999995,5.371115237146615,1.2956654662299472
E06000053,8.954469293303907,2.281,22.8495,3.9256770246838695,0.39188906948965657
E06000024,1136.547911501046,219.145,390.704,5.186282650761121,2.908974342471656
E06000026,867.8082147347209,266.862,84.3699,3.2518987893919733,10.285756113669933
E06000066,3965.470897464251,576.852,3514.9843,6.87432980637018,1.1281617666014185
E06000025,1660.0172327361306,294.765,536.4217,5.631663300378711,3.0946123781646615
E06000030,955.5581920516729,235.657,230.09330000000003,4.054868694974785,4.1529161955244795
E06000027,422.5514495379054,139.479,119.4665,3.0294987025853737,3.5369869338928104
E06000054,3000.239966973386,515.885,3255.3379999999997,5.8157146786074145,0.9216370057343926
E06000054,29972.05892100172,5764.881000000001,24385.758099999995,5.199076775566003,1.2290804656592458
E06000054,290954.5860836487,57106.39799999998,132929.08610000007,5.094956016725987,2.188795504580307
W06000019,325.0640734702661,67.014,108.7279,4.85068901229991,2.9897024909914207
W06000013,846.0207904058558,146.136,255.1207,5.789270203138555,3.3161589412613552
W06000018,749.7786370702825,176.13,277.3879,4.256961545848421,2.702996911798541
W06000015,1707.3270295939685,372.089,149.4449,4.588491005092783,11.424458309343233
W06000010,1609.1338982729403,189.117,2438.8494,8.508668698598965,0.6597922357456513
W06000008,796.9413564172522,71.61,1806.0302,11.128911554493119,0.4412669048486854
W06000003,744.891162959034,114.29,1153.2730000000001,6.51755326764401,0.6458931779023994
W06000004,649.3702683291058,96.558,846.3801,6.725183499338281,0.7672324388641768
W06000005,1727.2861483754623,155.319,489.5008,11.120894084918538,3.5286686934433247
W06000002,916.8798027339918,117.591,2622.9573,7.797193686030324,0.3495595611617436
W06000001,538.0553322867446,69.049,749.4385000000001,7.792369654690793,0.7179446109143639
W06000024,252.1637228318263,58.883,111.9569,4.282453727422623,2.2523285552907084
W06000021,776.8522435306485,93.886,886.0557000000001,8.274420504981025,0.8767532825878197
W06000012,6275.277922789652,142.158,451.8754,44.14298120956719,13.88718642968759
W06000022,1078.0559069461924,161.506,217.4554,6.675020785272327,4.957595474502782
W06000009,1437.1190208275054,124.367,1651.195,11.555469061949756,0.870350879712878
W06000023,1615.7511115879902,133.891,5195.456099999999,12.06766034750648,0.3109931217757745
W06000016,1035.5739413008234,239.018,424.1502,4.3326190550536925,2.441526471756523
W06000011,1076.4809273585552,241.282,420.82599999999996,4.461505323059968,2.5580190562335865
W06000020,416.0102436556194,92.86,126.2401,4.479972470984486,3.2953890535227663
W06000014,1164.8470579301063,133.492,339.78860000000003,8.725969031328518,3.428152262701298
W06000006,1096.9593550730615,135.394,503.77389999999997,8.10197907642186,2.1774835001834387
W06000006,26835.83995374688,3131.64,21225.884000000005,8.569260819809072,1.2642978711156092
S12000033,1164.8619004905522,224.19,205.6013,5.195869131052019,5.665634898663346
S12000034,2819.900775310778,263.75,6338.1488,10.691566920609585,0.4449092099748081
S12000041,1175.4496368292052,114.66,2203.8928,10.251610298527867,0.5333515481466273
S12000035,332.99780050733887,87.92,7165.1715,3.7875091049515337,0.04647450525187553
S12000036,2191.893810311669,514.99,273.0043,4.256187130452376,8.028788595313952
S12000005,507.5312869879764,51.75,163.9126,9.807367864501959,3.0963530990782675
S12000006,2302.9046975875826,145.77,6676.3147,15.798207433543134,0.3449365107950323
S12000042,628.6029671546826,148.35,62.223800000000004,4.237296711524655,10.102291521165254
S12000008,807.9276989300606,120.39,1270.3421,6.710920333333837,0.6359922251888374
S12000045,432.81881223615073,108.98,174.489,3.971543514738032,2.480493396352496
S12000010,1259.6779349546807,112.45,700.9372999999999,11.202115917782843,1.7971335452610109
S12000011,409.3877535308419,97.16,174.2495,4.213542131853045,2.349434308453349
S12000014,2314.3491668650286,158.45,314.9335,14.606179658346663,7.348691602719396
S12000047,3310.6081113422397,371.34,1376.1875,8.915301640928098,2.4056373941357845
S12000049,2606.8682690611154,622.82,176.3559,4.185588563406948,14.781860255659808
S12000017,2514.4715198667786,235.71,26473.9496,10.667648890020697,0.09497908539747234
S12000018,318.33523716020784,78.34,173.62470000000002,4.063508260916618,1.8334674568780123
S12000019,477.5082341599858,97.03,355.2715,4.921243266618426,1.3440656910559552
S12000020,780.884491578951,94.28,2257.1535999999996,8.28261022039617,0.34595983701727306
S12000013,873.814488290142,26.12,3268.3963,33.45384717802994,0.2673526733248786
S12000021,825.6928288702718,133.49,903.8207000000001,6.1854283382296185,0.9135582188704814
S12000050,1858.214260543704,340.93,472.30910000000006,5.450427538039198,3.9343181415384625
S12000023,356.85837135611376,22.02,1086.4926,16.20610224142206,0.3284498866868617
S12000048,1258.15273548287,151.12,5418.9445,8.325521012988816,0.23217671549927665
S12000038,902.1986960609513,184.34,269.2397,4.8942101337797075,3.3509125736693037
S12000026,1182.8093034227045,116.82,4742.685,10.125058238509713,0.24939655562676089
S12000027,556.0042259662924,23.02,1657.2904,24.15309409062956,0.33548992135976435
S12000028,807.156255538485,111.56,1234.6853,7.2351761880466565,0.6537344014207385
S12000029,1722.1710157174675,327.43,1774.0223999999998,5.259661655063579,0.9707718548071702
S12000030,670.7611289617213,92.53,2254.8126,7.249120598311048,0.2974797679247141
S12000039,376.6781500436534,88.27,182.783,4.26734054654643,2.060794220707907
S12000040,1109.106671442124,181.72,431.5908,6.103382519492208,2.5698107361003153
S12000040,38856.59823656233,5447.7,80232.8364,7.13266116646701,0.4842979505653165
N09000001,1147.6443645079103,146.148,728.1864,7.852617651339124,1.576031033411102
N09000011,1151.4162375146484,164.223,566.4732,7.011297062620025,2.0326049626260314
N09000002,2246.17399150386,220.271,1437.0685999999998,10.197320534722502,1.5630248907420707
N09000003,1631.9992749727066,348.005,137.7169,4.6895857098970035,11.850392181153559
N09000004,1906.5846334256482,141.316,1985.5346,13.491640248985593,0.9602374259434453
N09000005,1634.0614302867978,150.836,1251.2414999999999,10.833364914786905,1.3059520726309013
N09000006,2266.6136295303227,116.994,3012.1148,19.37375959049458,0.7524990845403112
N09000007,1212.0189535594677,149.915,510.4382,8.08470769142159,2.3744675722927235
N09000008,1372.1820847262352,139.2,1061.3555000000001,9.85762991901031,1.2928581278621867
N09000009,2333.7227582102873,151.001,1957.2936,15.455015252947247,1.1923212532909153
N09000010,1778.1102303490788,182.634,1682.3408,9.735921188546925,1.056926295997267
N09000010,18680.527588586963,1910.543,14329.764100000002,9.777601230952124,1.3036172443750809
N09000010,712.6155410837204,0.0,0.0,inf,inf
N09000010,-110.8857583415197,0.0,0.0,-inf,-inf
N09000010,375929.28164528694,67596.28099999994,248717.57060000004,5.56139000672666,1.5114705436306914
TLC,28034.300329409332,5366.08,17349.386,5.224353779557765,1.615867001253493
TLD,100647.65333651364,17556.634000000002,42202.0368,5.732742012877504,2.384900373730626
TLE,71002.47021599283,11082.524000000001,31121.0026,6.406705748256699,2.2814968761961683
TLF,92446.0562781798,13798.264,46812.4369,6.699832404872078,1.9748182833476846
TLG,79653.80366655058,14146.41,32348.827400000002,5.6306726347215,2.4623397528947395
TLH,104814.18862800498,18393.021,58114.3424,5.698584731024065,1.803585557358126
TLI,57126.537388768054,17732.36,3189.3938,3.221598105879198,17.9114091802549
TLJ,111873.80603087647,25165.537,54199.06730000001,4.445516343675736,2.0641278827113037
TLK,363321.21841411054,70900.05999999998,193733.52520000006,5.124413412543102,1.8753657532377903
TLL,53671.67990749376,6263.28,42451.768000000004,8.569260819809072,1.2642978711156094
TLM,77713.19647312466,10895.4,160465.6728,7.13266116646701,0.4842979505653165
TLN,413892.0666052031,71417.36699999994,277377.09880000004,5.795398010195523,1.4921638029808502
TLC3,4919.414732348988,688.7560000000001,813.8927,7.142463706086026,6.044303791333904
TLC4,23114.885597060344,4677.3240000000005,16535.493300000002,4.941903874322228,1.3978951324700026
TLD1,9867.903328111195,1006.066,14365.5288,9.808405540104918,0.6869154254948968
TLD3,11930.236986910855,2911.744,1275.9817,4.097282242845131,9.34984959965402
TLD4,17779.63890171186,2803.6440000000002,6345.8670999999995,6.341617873635832,2.8017666650648674
TLD6,13667.202679275297,1748.022,4397.5127999999995,7.818667430544522,3.1079392604099523
TLD7,47402.67144050444,9087.158000000001,15817.146400000001,5.216446268514802,2.996916778901688
TLE1,11518.096018910215,942.957,3654.9415,12.214868778650793,3.151376299431938
TLE2,42055.64014957159,6369.314,23884.708899999998,6.602852387175697,1.7607767515881927
TLE3,6957.070775221557,1392.105,1552.0934,4.997518703848888,4.482378943961463
TLE4,10471.663272289461,2378.148,2029.2588,4.403284939494708,5.160338973170628
TLF1,28388.602341214475,3868.575,9427.9555,7.338258232350278,3.011109072504052
TLF2,53509.051114708534,8378.641,25179.3746,6.386363983694794,2.125114382892915
TLF3,10548.402822256794,1551.0480000000002,12205.1068,6.800822941815335,0.8642614108265562
TLG1,51165.06564235655,8644.012,22619.5169,5.919134036643696,2.2619875512176195
TLG2,17212.333761142418,2548.582,8827.671,6.753690389849107,1.9498159549831906
TLG3,11276.404263051605,2953.8160000000003,901.6395,3.8175716642646678,12.50655529516132
TLH2,16577.673547783856,3614.083,5713.630500000001,4.586965365151784,2.9014255555699395
TLH3,53008.42657935695,9795.307,27230.084000000003,5.411614621099364,1.946686120371753
TLH4,14052.654482054488,1595.923,6451.4537,8.805346174003688,2.178215195445716
TLH5,12262.656862142292,1850.598,11014.2694,6.626321255152276,1.1133427390238242
TLH6,8912.777156667393,1537.1100000000001,7704.9048,5.798399045395184,1.1567666814867579
TLI3,33977.008663840985,9966.867999999999,1706.4242,3.408995550441823,19.911232308965722
TLI4,6490.891584401021,2355.487,216.13649999999998,2.7556473817945166,30.03144579652683
TLI5,5696.231630107392,1937.632,444.43489999999997,2.939790233701442,12.816796408444505
TLI6,3875.491259577352,1314.866,355.3622,2.9474419899650246,10.905749850651961
TLI7,7086.914250841308,2157.507,467.03600000000006,3.284769991866218,15.174235499707319
TLJ1,58240.95557528465,12667.777,27749.451700000005,4.597567163937654,2.098814643436167
TLJ2,22698.620334238334,5593.157,10922.2746,4.058284137963288,2.078195354494963
TLJ3,14639.08366724625,3435.519,7983.8669,4.261098153509339,1.8335831309069357
TLJ4,16295.14645410722,3469.084,7543.474099999999,4.697247588731556,2.160164698399007
TLK3,3253.9984399101745,577.694,3634.9091999999996,5.632737123650539,0.8952076271699373
TLK4,12128.661022085453,2058.979,13470.611199999998,5.89061909911925,0.900379414267814
TLK5,3947.369360370188,969.4069999999999,1122.97,4.071942290874925,3.5151155955815274
TLK6,12100.418586566051,2366.341,9295.7027,5.113556578095064,1.301721771562902
TLK7,331890.7710051787,64927.63899999998,166209.33210000006,5.111702444704308,1.9968239256595783
TLL3,32509.28202350428,3819.841,27591.207600000005,8.51063749080244,1.1782478858773935
TLL4,12810.704237253896,902.425,11964.2321,14.195865847304647,1.0707502270249252
TLL5,8351.69364673559,1541.0140000000001,2896.3283,5.419609196759789,2.883545227499103
TLM0,7551.105866758695,929.75,11479.9738,8.121651913695827,0.657763336250706
TLM1,46209.13405429581,6512.34,82308.5738,7.095626772296258,0.5614133731265771
TLM2,6240.723726435888,622.5600000000001,42812.2747,10.024292801394063,0.1457694964859199
TLM3,6904.501178636625,1520.84,1623.0509000000002,4.53992607942757,4.254026277695064
TLM5,3984.7626758013303,487.94,6543.7501,8.166501364514756,0.6089417558597371
TLM9,6822.9689711963,821.97,15698.049500000001,8.300751817215104,0.4346380084478839
TLN0,413892.0666052031,71417.36699999994,277377.09880000004,5.795398010195523,1.4921638029808502
